,text,label
2485,quoi de neuf sur #blogger ?  whats new with blogger  official #google blog  #sxsw,No emotion toward brand or product
2486,android developers and friends: let's hang out 12:30p saturday at #sxsw:  rt for your fellow andro-nerds.,No emotion toward brand or product
2487,android developers meetup #sxsw  the hilton,No emotion toward brand or product
2488,should i even bother buying a month's worth of 3g for my ipad for my #sxsw trip?  everywhere i'll be will probably have free wifi.,No emotion toward brand or product
2489,at #sxsw even the cabbies are tech savvy. that's his iphone streaming twitter.,Positive emotion
2490,"have you ever seen someone pay to have a guy wait in line for them for an apple device? yeah, i just did that. #lame #sxsw",No emotion toward brand or product
2491,everybody r #sxsw! grounlink  2. dwnld #groundlink app & ride in limo for 10 in austin  see us booth 437,No emotion toward brand or product
2492,freaking everyone has an ipad or iphone 4 or mac here. wow. #sxsw,Positive emotion
2493,"if 2.68 devices is not enough for you, go to apple pop-up store at #sxsw for a new ipad2.",No emotion toward brand or product
2494,#ipad 2 reviews from #sxsw seem to range from 'wait until 2012345' and 'i-just-shat-my-fan-boy-knickers'.,Positive emotion
2495,google previews updated blogger interface at #sxsw,No emotion toward brand or product
2496,amazing new app for mobil workers!   #iphone #app #telework #sxsw,Positive emotion
2497,there's new competition   q2 - google check in offers? at #sxsw #smccolumbus,No emotion toward brand or product
2498,tyson's new game for the iphone. (this one can't be as good as the original mike tyson's punchout).   #sxsw,No emotion toward brand or product
2499,love my new ipad 2-seems much faster and more fluid then original and it's seems more natural to hold. excited to use during #sxsw this week,Positive emotion
2500,"love my new iphone case, featuring  rt  -  so glad you got case! #zazzlesxsw #sxsw",Positive emotion
2501,"see the new texas observer ipad app at #sxswi 3:30, sheraton #sxsw",No emotion toward brand or product
2502,awesome new version of  for iphone and new web site coming after #sxsw. want a demo? meet with  at #sxsw. pls rt,Positive emotion
2503,(fresh brew) google circles not launched at #sxsw,No emotion toward brand or product
2504,"easy reviews for your small business. drive google places, #seo     #sxsw #smm",No emotion toward brand or product
2505,i32: no news is good news  codes valid: 12:00-3:59:59p 031411 #infektd #sxsw #zomb,No emotion toward brand or product
2506,"hey user experience people at #sxsw,  manager of ux for ads at  is at the at&t booth in front of ballroom d until 1:15 #jobs",No emotion toward brand or product
2507,explaining using chartbeat and google analytics #sxsw #mitharvard,No emotion toward brand or product
2508,festival explorer austin edition helps keep track of sxsw bands you want to see & makes recommendations too:  #fb #sxsw,No emotion toward brand or product
2509,#sxsw is exposing my iphone's horrendous battery life.,Negative emotion
2510,"#marissameyer #google going to be able to get content back out,  not sure if i heard that right? #sxsw",No emotion toward brand or product
2511,"marissa meyer about google new concept ""the power of here""  #sxsw #google",No emotion toward brand or product
2512,marissa meyer demoing google augmented reality at #sxsw,No emotion toward brand or product
2513,marissa meyer showing hot location visuals at ski slopes and art galleries powered by google. #sxsw,No emotion toward brand or product
2514,aaron p of  apps don't feel like the web. so much you can do in the browser. ipad is neither the web nor print. #newsapps #sxsw,No emotion toward brand or product
2515,novelty of #ipad news #apps fades fast among digital delegates - aron pilhofer of the nyt & khoi vinh   #media #sxsw,Negative emotion
2516,my kind of #sxsw - iphone plugged into a tree.   the salt lick,No emotion toward brand or product
2517,day one of #sxsw coming to a close. lots of good stuff. looking fwd to tomorrow. coolest so far? google locationmap plans and features.,Positive emotion
2518,outside of 9:30 panels which 75 of people skip i can barely get anything to work on my iphone. #sxsw needs to shrink by 10k people.,Negative emotion
2519,free stuff alert! download  new #austin guide for free this week:  #sxsw,No emotion toward brand or product
2520,in need of ipad charger! any suggestionskind offers from peeps at #sxsw ?,No emotion toward brand or product
2521,novelty of ipad news apps fades fast among #sxsw delegates - by,Negative emotion
2522,this stuff is great. love seeing how these guys think outside the box with google doodles. #googledoodle #sxsw,Positive emotion
2523,example of microformat is the recipe finder in google some weeks ago. google adapting microformats. #sxsw #microformats,No emotion toward brand or product
2524,picture of my team's #lego robot created at the #google hackerspace party at #sxsw  #startupbus #cle,No emotion toward brand or product
2525,summary of my twitter stream right now: japan omg!  #android  #sxsw  engadget :-(  effing republicans!  ipad2  alcohol,No emotion toward brand or product
2526,the end of the line is one block away from the apple pop up #sxsw,No emotion toward brand or product
2527,"2 years of time saved every day by people qho use google maps ""route around"" feature #sxsw",Positive emotion
2528,"pollak, if you're having so much trouble the don't sell through apple...duh #sxswbigbrands #sxsw",Negative emotion
2529,feature  for the iphone. we will be all over #sxsw this week!,Positive emotion
2530,"google offering rewards and titles for check-ins, starting at #sxsw.  #foursquare's response is....?  via  #lbs",No emotion toward brand or product
2531,google offering rewards for #sxsw check-ins,No emotion toward brand or product
2532,google offers being tested in latitude? m mayer says just a test at #sxsw,No emotion toward brand or product
2533,itunes offers up a free sxsw sampler featuring a selection of 22 of this year's performers -  #itunes #sxsw,No emotion toward brand or product
2534,"showing off an ipad 2 at #sxsw is pretty much like showing off a puppy anywhere else. gets the same fawning attention. and no, i dont ha ...",Positive emotion
2535,kicking off ipad design headaches with josh clark ( very crowded room for first session - standing room only #sxsw,No emotion toward brand or product
2536,kicking off mingly #sxsw apple tv a day giveaway! register to win  #winning,No emotion toward brand or product
2537,kicking off the day by checking out the apple pop up store. #sxsw,No emotion toward brand or product
2538,turning off twitter until #sxsw is over and #ipad is forgotten.,Negative emotion
2539,showing off uzu ipad app. #tapworthy #sxsw,Positive emotion
2540,kicking off w  talking ipad design headaches #sxsw,Negative emotion
2541,why is wifi working on my laptop but neither that nor 3g on my iphone? grrr. #sxsw,Negative emotion
2542,hope its filtering will be intuitive (via  google to launch major new social network called circles...  #sxsw,No emotion toward brand or product
2543,"the next fin serv battle is vs apple, goog, mobile operators. they have consumer loyalty and tons of cash (vs. banks) #bankinnovate #sxsw",No emotion toward brand or product
2544,u should find  ask 4 eric rt  looking fwd  ipad dj   after dark 2nite #sxsw,No emotion toward brand or product
2545,"crossing fingers! today seems hopeful #sxsw ( apple store, sxsw w 23 others)",No emotion toward brand or product
2546,fires a shot at  with check-in rewards and titles starting in austin #sxsw  #in,No emotion toward brand or product
2547,"awesome! first day of #sxsw and #apple just approved our new app!!! go and download it now and check our blog for ""big stereo"" #ipad2",Positive emotion
2548,"flight is delayed to austin, so networking with google and the webby awards #sxsw",No emotion toward brand or product
2549,ipad. in flight wifi. sitting behind  ready for some shiner. #sxsw,Positive emotion
2550,"yet more fodder for our #snubor panel at #sxsw: ""right to forget"" gains traction in europe, causing issues for google",No emotion toward brand or product
2551,"good app for ""party peopleparty crasher"" ! rt  we have release android app for cluster -  #sxsw",Positive emotion
2552,prepping for and attending #sxsw without an iphone is a dehumanizing experience.,Positive emotion
2553,platform for concertgoers launches #android #app in time for #sxsw  via  #music #events #liveshows,No emotion toward brand or product
2554,schedule for day and night both printed and synched on iphone. #music #geek #notmycollegesxsw #sxsw,No emotion toward brand or product
2555,at #sxsw for demoing feedly at tomorrow's android party. special thanks to the team for working around the clock to get the beta out in time,No emotion toward brand or product
2556,"queueing for ipads instead of partying. honestly, geeks, get a grip! rt  the ipad 2 takes over #sxsw video -",No emotion toward brand or product
